Age,Sex,Education,Native Country,Race,Marital Status,Work Class,Occupation,Hours Per Week,Income,Capital Gain,Capital Loss
Senior,Male,HS-grad,United-States,Amer-Indian-Eskimo,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,Over-time,Small,None,None
Young,Female,11th,United-States,White,Never-married,Private,Other-service,Part-time,Small,None,None
Middle-aged,Female,Masters,United-States,White,Married-civ-spouse,Private,Exec-managerial,Full-time,Large,High,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,State-gov,Exec-managerial,Over-time,Large,None,None
Middle-aged,Female,Bachelors,United-States,Black,Separated,Private,Prof-specialty,Over-time,Large,High,None
Middle-aged,Male,Some-college,United-States,White,Divorced,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,Assoc-acdm,United-States,White,Married-civ-spouse,Private,Exec-managerial,Workaholic,Large,None,None
Middle-aged,Male,Some-college,United-States,White,Never-married,Private,Sales,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Transport-moving,Over-time,Large,None,None
Senior,Female,HS-grad,United-States,White,Divorced,State-gov,Adm-clerical,Full-time,Small,None,None
Young,Female,Some-college,United-States,White,Married-spouse-absent,Private,Adm-clerical,Part-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,Black,Married-civ-spouse,Private,Machine-op-inspct,Full-time,Large,Low,None
Young,Male,Assoc-acdm,United-States,White,Never-married,Private,Handlers-cleaners,Over-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Over-time,Small,None,None
Senior,Male,Preschool,China,Asian-Pac-Islander,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Young,Female,Bachelors,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Small,None,None
Senior,Female,HS-grad,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Small,None,None
Young,Female,HS-grad,United-States,White,Never-married,Self-emp-inc,Farming-fishing,Part-time,Small,None,None
Middle-aged,Female,Some-college,United-States,Black,Married-civ-spouse,Local-gov,Adm-clerical,Full-time,Small,None,None
Middle-aged,Female,Masters,United-States,White,Never-married,Local-gov,Prof-specialty,Full-time,Small,None,None
Senior,Female,Assoc-voc,United-States,Black,Widowed,State-gov,Exec-managerial,Full-time,Small,None,None
Middle-aged,Female,Bachelors,United-States,Black,Married-spouse-absent,Private,Tech-support,Full-time,Small,None,None
Middle-aged,Male,Some-college,Yugoslavia,White,Married-civ-spouse,Self-emp-inc,Exec-managerial,Over-time,Large,None,None
Middle-aged,Male,HS-grad,United-States,White,Never-married,Private,Sales,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Separated,Self-emp-not-inc,Craft-repair,Over-time,Small,None,None
Senior,Male,Prof-school,United-States,White,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,Part-time,Small,None,None
Middle-aged,Female,7th-8th,United-States,White,Married-civ-spouse,Private,Other-service,Full-time,Small,None,None
Middle-aged,Female,Assoc-voc,United-States,Black,Divorced,Federal-gov,Adm-clerical,Full-time,Large,None,None
Senior,Male,9th,United-States,Black,Never-married,Private,Handlers-cleaners,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Never-married,Private,Sales,Over-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Small,Low,None
Middle-aged,Female,Some-college,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Large,None,None
Old,Male,HS-grad,United-States,White,Widowed,Self-emp-not-inc,Farming-fishing,Workaholic,Small,None,None
Young,Male,Assoc-voc,United-States,White,Married-civ-spouse,Private,Craft-repair,Over-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-inc,Craft-repair,Over-time,Large,None,Low
Young,Male,Bachelors,United-States,White,Never-married,Private,Exec-managerial,Full-time,Small,None,None
Young,Male,Some-college,United-States,White,Never-married,Private,Other-service,Part-time,Small,None,None
Middle-aged,Female,Bachelors,United-States,White,Never-married,Private,Exec-managerial,Over-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Craft-repair,Over-time,Small,None,None
Middle-aged,Female,Prof-school,United-States,White,Never-married,Private,Sales,Over-time,Large,High,None
Middle-aged,Female,HS-grad,United-States,White,Divorced,Private,Adm-clerical,Full-time,Small,None,None
Senior,Female,HS-grad,United-States,White,Divorced,Private,Priv-house-serv,Part-time,Small,None,None
Senior,Male,Some-college,United-States,White,Divorced,Federal-gov,Adm-clerical,Over-time,Small,None,None
Middle-aged,Male,12th,United-States,White,Divorced,Self-emp-inc,Craft-repair,Part-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Large,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,Workaholic,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Federal-gov,Prof-specialty,Full-time,Large,Low,None
Young,Female,11th,United-States,White,Never-married,Private,Sales,Part-time,Small,None,None
Senior,Female,Prof-school,United-States,White,Divorced,Self-emp-not-inc,Prof-specialty,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Exec-managerial,Full-time,Small,None,None
Middle-aged,Female,Masters,United-States,White,Married-civ-spouse,Local-gov,Prof-specialty,Full-time,Large,None,None
Senior,Female,10th,United-States,Black,Divorced,Self-emp-not-inc,Other-service,Part-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Divorced,Self-emp-not-inc,Prof-specialty,Over-time,Small,None,None
Senior,Male,Some-college,United-States,White,Married-civ-spouse,Private,Tech-support,Full-time,Large,None,None
Middle-aged,Male,Prof-school,United-States,White,Never-married,Local-gov,Exec-managerial,Over-time,Large,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Prof-specialty,Over-time,Small,None,None
Middle-aged,Male,Bachelors,Taiwan,Asian-Pac-Islander,Never-married,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Married-civ-spouse,Private,Exec-managerial,Full-time,Large,None,Low
Young,Female,HS-grad,Puerto-Rico,Other,Never-married,Private,Adm-clerical,Part-time,Small,None,None
Middle-aged,Male,Assoc-acdm,United-States,White,Married-civ-spouse,Federal-gov,Craft-repair,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Never-married,Private,Prof-specialty,Full-time,Small,None,None
Senior,Male,Masters,United-States,White,Married-civ-spouse,Local-gov,Exec-managerial,Over-time,Large,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Young,Male,HS-grad,Mexico,White,Never-married,Private,Handlers-cleaners,Part-time,Small,None,None
Middle-aged,Male,7th-8th,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,Black,Separated,Private,Other-service,Full-time,Small,None,None
Young,Female,Some-college,United-States,Other,Never-married,Private,Adm-clerical,Part-time,Small,None,None
Young,Female,Assoc-voc,United-States,White,Never-married,Self-emp-not-inc,Other-service,Full-time,Small,None,None
Young,Male,11th,United-States,White,Never-married,Federal-gov,Machine-op-inspct,Part-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Married-spouse-absent,Local-gov,Adm-clerical,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Divorced,Private,Transport-moving,Full-time,Small,None,None
Old,Male,Some-college,United-States,White,Married-civ-spouse,Private,Transport-moving,Part-time,Small,None,Low
Young,Female,Some-college,United-States,White,Never-married,Private,Other-service,Part-time,Small,None,None
Senior,Female,10th,United-States,White,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Transport-moving,Over-time,Small,None,None
Middle-aged,Male,7th-8th,Mexico,White,Separated,Private,Handlers-cleaners,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Private,Other-service,Full-time,Small,None,High
Middle-aged,Female,Some-college,United-States,White,Divorced,Private,Adm-clerical,Over-time,Small,None,None
Middle-aged,Male,11th,United-States,White,Married-civ-spouse,Private,Craft-repair,Over-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Sales,Over-time,Small,None,None
Senior,Female,HS-grad,United-States,Black,Separated,Private,Prof-specialty,Full-time,Large,High,None
Middle-aged,Female,10th,Mexico,White,Married-spouse-absent,Private,Adm-clerical,Full-time,Small,None,None
Senior,Male,Some-college,United-States,White,Married-spouse-absent,Private,Machine-op-inspct,Over-time,Large,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Local-gov,Craft-repair,Full-time,Small,Low,None
Middle-aged,Male,7th-8th,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Divorced,Private,Sales,Full-time,Small,None,None
Young,Female,HS-grad,United-States,White,Never-married,Private,Sales,Full-time,Small,None,None
Senior,Male,Masters,United-States,White,Married-civ-spouse,Private,Sales,Full-time,Large,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Local-gov,Prof-specialty,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Divorced,State-gov,Adm-clerical,Over-time,Small,None,None
Young,Female,Some-college,United-States,Asian-Pac-Islander,Never-married,Private,Other-service,Full-time,Small,None,None
Middle-aged,Male,Assoc-acdm,United-States,White,Married-civ-spouse,Local-gov,Protective-serv,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Transport-moving,Over-time,Small,None,None
Senior,Male,Some-college,United-States,White,Married-civ-spouse,Private,Handlers-cleaners,Over-time,Small,None,None
Young,Male,Assoc-acdm,Jamaica,Black,Never-married,Private,Handlers-cleaners,Part-time,Small,None,None
Middle-aged,Male,Some-college,United-States,Black,Married-civ-spouse,Private,Prof-specialty,Over-time,Small,None,None
Young,Female,10th,United-States,White,Married-civ-spouse,Private,Sales,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-inc,Exec-managerial,Full-time,Small,None,High
Senior,Male,HS-grad,United-States,White,Divorced,Private,Other-service,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Full-time,Small,None,High
Middle-aged,Female,Bachelors,United-States,White,Never-married,Private,Other-service,Full-time,Small,None,None
Young,Female,Some-college,United-States,White,Never-married,Private,Sales,Part-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Never-married,Self-emp-not-inc,Craft-repair,Over-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Never-married,Private,Handlers-cleaners,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Large,None,None
Young,Female,Assoc-voc,United-States,White,Married-civ-spouse,Private,Adm-clerical,Part-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Never-married,Private,Sales,Over-time,Small,None,None
Senior,Male,Some-college,United-States,White,Married-civ-spouse,Private,Transport-moving,Full-time,Large,None,None
Senior,Female,HS-grad,United-States,White,Divorced,Federal-gov,Adm-clerical,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Married-spouse-absent,Private,Adm-clerical,Full-time,Small,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,None,High
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Craft-repair,Over-time,Small,None,None
Old,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Prof-specialty,Part-time,Small,None,None
Senior,Male,Some-college,United-States,White,Divorced,Private,Machine-op-inspct,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Federal-gov,Transport-moving,Full-time,Small,None,None
Middle-aged,Male,Some-college,Cuba,White,Married-civ-spouse,Private,Exec-managerial,Full-time,Large,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Sales,Over-time,Large,None,High
Young,Male,11th,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Young,Female,7th-8th,Mexico,White,Never-married,Private,Other-service,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,Black,Never-married,Private,Craft-repair,Full-time,Small,None,None
Young,Female,10th,United-States,White,Never-married,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,Over-time,Small,None,None
Senior,Male,Masters,United-States,White,Married-civ-spouse,Private,Sales,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,Full-time,Small,None,None
Senior,Male,10th,United-States,White,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,Full-time,Small,None,None
Senior,Female,Some-college,United-States,White,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,Over-time,Large,None,High
Senior,Male,HS-grad,United-States,White,Divorced,Private,Craft-repair,Over-time,Large,High,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Exec-managerial,Full-time,Large,None,None
Young,Male,Bachelors,United-States,Asian-Pac-Islander,Never-married,Local-gov,Prof-specialty,Full-time,Small,None,None
Senior,Male,Assoc-acdm,United-States,White,Married-civ-spouse,Private,Sales,Over-time,Large,Low,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Handlers-cleaners,Over-time,Small,None,None
Old,Female,HS-grad,United-States,White,Widowed,Private,Prof-specialty,Part-time,Small,None,None
Senior,Male,Some-college,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Young,Male,Bachelors,United-States,White,Never-married,Local-gov,Prof-specialty,Over-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Over-time,Small,None,None
Young,Male,10th,Mexico,White,Never-married,Private,Other-service,Full-time,Small,None,None
Middle-aged,Male,Masters,Ireland,White,Never-married,Private,Prof-specialty,Full-time,Small,None,None
Senior,Female,Some-college,United-States,White,Divorced,Private,Exec-managerial,Full-time,Small,None,None
Young,Female,HS-grad,United-States,White,Never-married,Private,Sales,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Divorced,Self-emp-not-inc,Adm-clerical,Full-time,Small,None,None
Middle-aged,Female,Bachelors,United-States,White,Never-married,Private,Exec-managerial,Over-time,Small,None,None
Senior,Female,Masters,United-States,White,Divorced,Private,Exec-managerial,Over-time,Small,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Local-gov,Prof-specialty,Over-time,Small,None,None
Middle-aged,Female,5th-6th,Mexico,White,Never-married,Private,Machine-op-inspct,Full-time,Small,None,None
Middle-aged,Male,Masters,United-States,White,Never-married,Private,Exec-managerial,Full-time,Small,None,None
Senior,Male,Some-college,United-States,White,Married-civ-spouse,Private,Sales,Over-time,Small,Low,None
Senior,Female,Assoc-acdm,United-States,White,Never-married,Private,Adm-clerical,Full-time,Small,None,None
Young,Female,Some-college,United-States,White,Never-married,Private,Other-service,Part-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Craft-repair,Over-time,Large,None,None
Senior,Female,Masters,United-States,White,Never-married,Private,Prof-specialty,Part-time,Small,None,None
Young,Female,HS-grad,Germany,White,Never-married,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Divorced,Private,Transport-moving,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Tech-support,Full-time,Large,None,High
Middle-aged,Male,Some-college,United-States,White,Divorced,Private,Machine-op-inspct,Full-time,Small,None,None
Middle-aged,Male,Assoc-voc,United-States,Asian-Pac-Islander,Married-civ-spouse,Self-emp-not-inc,Craft-repair,Full-time,Small,Low,None
Young,Male,Bachelors,United-States,White,Never-married,Private,Exec-managerial,Full-time,Small,None,None
Middle-aged,Male,Masters,United-States,White,Married-civ-spouse,Local-gov,Prof-specialty,Workaholic,Large,None,None
Middle-aged,Male,11th,United-States,White,Married-civ-spouse,Self-emp-not-inc,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Divorced,Self-emp-not-inc,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Divorced,Private,Craft-repair,Part-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Married-spouse-absent,Private,Adm-clerical,Full-time,Small,None,None
Young,Female,11th,United-States,White,Never-married,Private,Other-service,Part-time,Small,None,None
Senior,Male,HS-grad,United-States,Black,Married-civ-spouse,Private,Adm-clerical,Full-time,Small,None,None
Young,Male,HS-grad,United-States,White,Never-married,State-gov,Transport-moving,Full-time,Small,None,None
Senior,Male,Masters,United-States,White,Married-civ-spouse,Local-gov,Exec-managerial,Over-time,Large,None,None
Senior,Male,Masters,United-States,White,Married-civ-spouse,Private,Sales,Over-time,Small,None,None
Senior,Male,10th,United-States,White,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Separated,Private,Adm-clerical,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Divorced,Private,Transport-moving,Over-time,Large,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Large,None,None
Young,Female,Bachelors,United-States,White,Never-married,Private,Sales,Full-time,Small,None,None
Middle-aged,Male,10th,Mexico,White,Never-married,Private,Farming-fishing,Full-time,Small,None,None
Young,Male,HS-grad,El-Salvador,White,Never-married,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Female,1st-4th,El-Salvador,White,Never-married,Private,Other-service,Over-time,Small,None,None
Senior,Female,HS-grad,United-States,White,Married-civ-spouse,Private,Sales,Part-time,Small,None,None
Senior,Female,Assoc-voc,United-States,Asian-Pac-Islander,Widowed,Private,Prof-specialty,Full-time,Small,None,None
Senior,Female,Some-college,United-States,White,Widowed,Private,Adm-clerical,Full-time,Small,Low,None
Middle-aged,Female,HS-grad,United-States,White,Never-married,Private,Adm-clerical,Part-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Divorced,Self-emp-inc,Exec-managerial,Workaholic,Large,None,None
Middle-aged,Female,HS-grad,United-States,Black,Married-civ-spouse,Private,Other-service,Full-time,Small,None,None
Senior,Male,Assoc-acdm,Cuba,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Young,Female,Bachelors,United-States,White,Never-married,Private,Exec-managerial,Over-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Never-married,Private,Other-service,Over-time,Small,None,None
Middle-aged,Male,11th,United-States,White,Divorced,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,Black,Never-married,Private,Exec-managerial,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Federal-gov,Craft-repair,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Divorced,Private,Tech-support,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Divorced,Private,Machine-op-inspct,Full-time,Small,Low,None
Middle-aged,Male,11th,United-States,White,Married-civ-spouse,Private,Handlers-cleaners,Full-time,Small,None,None
Senior,Male,5th-6th,Philippines,Asian-Pac-Islander,Married-civ-spouse,Private,Farming-fishing,Full-time,Small,None,None
Young,Male,10th,United-States,White,Never-married,Private,Sales,Full-time,Small,None,None
Senior,Female,Some-college,United-States,Black,Divorced,Private,Adm-clerical,Over-time,Large,None,None
Old,Male,Masters,United-States,White,Married-civ-spouse,Self-emp-inc,Exec-managerial,Full-time,Large,Low,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Prof-specialty,Over-time,Large,None,None
Middle-aged,Male,Bachelors,United-States,White,Separated,Private,Sales,Over-time,Large,None,High
Young,Male,HS-grad,United-States,White,Never-married,Private,Handlers-cleaners,Full-time,Small,None,None
Senior,Female,Some-college,United-States,White,Married-civ-spouse,Federal-gov,Adm-clerical,Full-time,Large,None,None
Middle-aged,Female,HS-grad,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Large,None,None
Middle-aged,Male,7th-8th,El-Salvador,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Senior,Male,Masters,United-States,White,Married-civ-spouse,Local-gov,Adm-clerical,Full-time,Large,None,None
Middle-aged,Male,Doctorate,United-States,White,Never-married,Private,Prof-specialty,Over-time,Small,None,None
Middle-aged,Female,5th-6th,Mexico,White,Never-married,Private,Adm-clerical,Full-time,Small,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Tech-support,Over-time,Large,None,None
Young,Male,9th,United-States,White,Never-married,Private,Machine-op-inspct,Part-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Divorced,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Female,Assoc-acdm,United-States,White,Separated,Local-gov,Adm-clerical,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,State-gov,Handlers-cleaners,Full-time,Large,None,None
Senior,Female,Prof-school,United-States,White,Divorced,Private,Prof-specialty,Part-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Private,Sales,Full-time,Small,None,None
Middle-aged,Female,Assoc-acdm,United-States,White,Never-married,Private,Adm-clerical,Part-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,State-gov,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,9th,United-States,White,Never-married,Private,Machine-op-inspct,Full-time,Small,None,None
Senior,Male,Some-college,United-States,White,Married-civ-spouse,Private,Sales,Over-time,Large,Low,None
Middle-aged,Male,Some-college,United-States,Black,Separated,Local-gov,Adm-clerical,Full-time,Small,None,None
Young,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Prof-specialty,Full-time,Small,None,None
Young,Male,10th,United-States,White,Never-married,Local-gov,Other-service,Part-time,Small,None,None
Young,Female,Some-college,United-States,Black,Never-married,Private,Sales,Part-time,Small,None,None
Young,Male,HS-grad,United-States,Black,Married-civ-spouse,Private,Other-service,Full-time,Small,None,None
Senior,Male,HS-grad,El-Salvador,White,Married-civ-spouse,Private,Craft-repair,Over-time,Large,None,None
Middle-aged,Female,Some-college,United-States,White,Married-civ-spouse,Self-emp-not-inc,Other-service,Full-time,Small,None,None
Young,Female,Bachelors,United-States,White,Never-married,Private,Exec-managerial,Over-time,Small,None,Low
Senior,Male,Doctorate,United-States,White,Never-married,Self-emp-not-inc,Prof-specialty,Workaholic,Large,High,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Sales,Over-time,Large,None,None
Middle-aged,Male,Assoc-voc,United-States,White,Married-civ-spouse,Private,Sales,Over-time,Small,None,None
Middle-aged,Male,Assoc-acdm,United-States,White,Never-married,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Private,Prof-specialty,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Exec-managerial,Full-time,Small,None,None
Middle-aged,Male,11th,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Senior,Female,Some-college,United-States,White,Married-civ-spouse,Private,Tech-support,Full-time,Large,None,None
Senior,Female,Assoc-voc,United-States,Black,Divorced,Local-gov,Adm-clerical,Full-time,Small,None,None
Middle-aged,Male,5th-6th,Mexico,White,Married-civ-spouse,Private,Machine-op-inspct,Full-time,Small,None,None
Young,Male,Bachelors,United-States,White,Never-married,Private,Tech-support,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Full-time,Small,None,High
Middle-aged,Male,Some-college,United-States,White,Never-married,Federal-gov,Adm-clerical,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Full-time,Small,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Self-emp-not-inc,Sales,Full-time,Large,None,None
Young,Female,Some-college,United-States,Black,Married-civ-spouse,Private,Exec-managerial,Full-time,Large,None,None
Middle-aged,Female,Assoc-acdm,United-States,White,Divorced,Private,Other-service,Over-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Craft-repair,Over-time,Large,None,High
Middle-aged,Male,HS-grad,Puerto-Rico,White,Never-married,Private,Other-service,Full-time,Small,None,None
Middle-aged,Male,Assoc-voc,United-States,White,Married-civ-spouse,Private,Tech-support,Full-time,Small,None,High
Middle-aged,Female,Assoc-voc,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-spouse-absent,Private,Transport-moving,Over-time,Small,None,None
Senior,Male,HS-grad,United-States,Black,Married-civ-spouse,Private,Transport-moving,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Divorced,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Male,HS-grad,Portugal,White,Divorced,Self-emp-inc,Craft-repair,Over-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Private,Machine-op-inspct,Over-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,Black,Separated,Private,Handlers-cleaners,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Divorced,Private,Craft-repair,Full-time,Small,None,Low
Middle-aged,Male,HS-grad,United-States,White,Divorced,Self-emp-not-inc,Sales,Workaholic,Small,None,Low
Middle-aged,Female,Bachelors,United-States,Black,Never-married,Private,Sales,Over-time,Small,None,None
Young,Male,11th,United-States,White,Never-married,Private,Craft-repair,Full-time,Small,None,None
Senior,Male,Masters,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,High,None
Old,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Prof-specialty,Workaholic,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Never-married,Private,Machine-op-inspct,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Handlers-cleaners,Full-time,Large,None,None
Senior,Female,11th,United-States,White,Widowed,Self-emp-inc,Exec-managerial,Full-time,Small,None,None
Senior,Male,Bachelors,Japan,Asian-Pac-Islander,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,Full-time,Small,None,None
Middle-aged,Male,Assoc-acdm,United-States,White,Separated,Self-emp-inc,Exec-managerial,Over-time,Small,None,None
Young,Female,11th,United-States,White,Never-married,Private,Other-service,Part-time,Small,None,None
Senior,Male,Assoc-voc,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Large,None,None
Young,Female,11th,United-States,Black,Never-married,Federal-gov,Adm-clerical,Full-time,Small,None,Low
Middle-aged,Male,Some-college,United-States,Black,Divorced,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Female,Bachelors,United-States,Black,Never-married,Federal-gov,Tech-support,Full-time,Small,None,None
Middle-aged,Male,Assoc-acdm,United-States,White,Divorced,Private,Craft-repair,Full-time,Small,None,None
